timestamp,tower_id,users_connected,download_speed,upload_speed,latency,weather,congestion
01-01-2025 00:00,1,152,80.67,9.99,158.14,Clear,0
01-01-2025 01:00,1,171,19.82,3.85,174.57,Clear,0
01-01-2025 02:00,1,713,66.83,3.76,147.18,Snow,0
01-01-2025 03:00,1,435,22.27,9.99,67.81,Clear,0
01-01-2025 04:00,1,797,7.19,26.71,85.97,Clear,0
01-01-2025 05:00,1,749,39.8,23.35,159.18,Clear,0
01-01-2025 06:00,1,616,98.41,23.87,173.39,Clear,0
01-01-2025 07:00,1,890,11.18,47.5,193.47,Rain,1
01-01-2025 08:00,1,826,6.52,12.31,55.79,Clear,0
01-01-2025 09:00,1,477,52.04,2.69,182.77,Clear,0
01-01-2025 10:00,1,921,76.76,21.83,49.51,Clear,0
01-01-2025 11:00,1,526,97.11,38.98,188.5,Snow,0
01-01-2025 12:00,1,319,74.09,17.0,118.38,Clear,0
01-01-2025 13:00,1,751,35.91,20.05,61.56,Rain,0
01-01-2025 14:00,1,971,96.7,30.74,62.44,Clear,0
01-01-2025 15:00,1,862,12.08,49.36,156.73,Clear,1
01-01-2025 16:00,1,521,6.34,10.74,145.15,Rain,0
01-01-2025 17:00,1,428,12.03,18.56,32.02,Snow,0
01-01-2025 18:00,1,889,47.7,5.68,80.46,Clear,0
01-01-2025 19:00,1,854,74.31,32.24,178.57,Clear,1
01-01-2025 20:00,1,662,97.31,42.6,147.13,Clear,0
01-01-2025 21:00,1,447,51.91,26.61,91.23,Clear,0
01-01-2025 22:00,1,510,24.16,44.89,100.32,Clear,0
01-01-2025 23:00,1,949,91.22,13.22,87.97,Rain,0
02-01-2025 00:00,1,85,94.57,30.34,142.01,Snow,0
02-01-2025 01:00,1,731,81.77,32.04,175.58,Rain,0
02-01-2025 02:00,1,605,44.57,44.28,71.63,Clear,0
02-01-2025 03:00,1,522,35.21,6.39,53.31,Clear,0
02-01-2025 04:00,1,677,38.49,15.93,41.28,Clear,0
02-01-2025 05:00,1,367,26.1,6.87,74.15,Snow,0
02-01-2025 06:00,1,423,25.78,28.35,86.73,Clear,0
02-01-2025 07:00,1,491,96.43,13.34,104.48,Clear,0
02-01-2025 08:00,1,674,99.79,14.07,195.56,Clear,0
02-01-2025 09:00,1,904,31.47,45.51,55.52,Clear,0
02-01-2025 10:00,1,733,47.54,28.09,122.61,Clear,0
02-01-2025 11:00,1,233,27.58,36.68,79.88,Clear,0
02-01-2025 12:00,1,247,42.89,41.01,161.69,Clear,0
02-01-2025 13:00,1,236,22.72,3.0,122.27,Clear,0
02-01-2025 14:00,1,452,72.56,40.67,76.25,Clear,0
02-01-2025 15:00,1,538,70.64,19.95,187.98,Clear,0
02-01-2025 16:00,1,522,24.86,27.53,142.2,Clear,0
02-01-2025 17:00,1,193,82.64,28.2,110.63,Clear,0
02-01-2025 18:00,1,353,96.71,28.36,177.7,Clear,0
02-01-2025 19:00,1,282,38.17,36.57,180.45,Snow,0
02-01-2025 20:00,1,169,89.34,42.7,187.77,Rain,0
02-01-2025 21:00,1,153,62.61,1.45,29.28,Clear,0
02-01-2025 22:00,1,910,31.97,15.96,102.27,Clear,0
02-01-2025 23:00,1,730,21.71,1.89,103.84,Clear,0
03-01-2025 00:00,1,553,66.72,42.61,134.95,Clear,0
03-01-2025 01:00,1,509,53.34,32.18,57.59,Clear,0
03-01-2025 02:00,1,279,42.34,44.71,129.92,Rain,0
03-01-2025 03:00,1,847,66.28,33.78,174.19,Clear,1
03-01-2025 04:00,1,865,31.67,2.19,132.64,Clear,0
03-01-2025 05:00,1,269,49.64,14.7,177.86,Rain,0
03-01-2025 06:00,1,86,93.19,21.98,193.66,Storm,0
03-01-2025 07:00,1,165,32.97,19.87,171.72,Clear,0
03-01-2025 08:00,1,177,40.41,20.34,170.4,Snow,0
03-01-2025 09:00,1,735,14.23,31.14,198.11,Clear,0
03-01-2025 10:00,1,204,33.05,16.8,171.25,Clear,0
03-01-2025 11:00,1,295,39.15,15.39,163.78,Rain,0
03-01-2025 12:00,1,970,63.09,5.0,10.99,Clear,0
03-01-2025 13:00,1,69,66.75,35.4,161.2,Snow,0
03-01-2025 14:00,1,520,7.62,29.36,93.31,Clear,0
03-01-2025 15:00,1,100,49.23,27.59,64.44,Clear,0
03-01-2025 16:00,1,391,28.77,2.9,67.62,Clear,0
03-01-2025 17:00,1,662,54.61,38.73,51.01,Clear,0
03-01-2025 18:00,1,245,84.99,10.52,88.16,Clear,0
03-01-2025 19:00,1,985,73.98,48.82,108.1,Clear,0
03-01-2025 20:00,1,706,42.89,22.24,151.37,Clear,0
03-01-2025 21:00,1,523,96.45,41.96,142.24,Clear,0
03-01-2025 22:00,1,107,91.95,22.68,55.56,Clear,0
03-01-2025 23:00,1,650,67.72,14.72,191.42,Rain,0
04-01-2025 00:00,1,496,46.39,36.77,19.07,Clear,0
04-01-2025 01:00,1,484,77.0,1.71,32.05,Clear,0
04-01-2025 02:00,1,143,86.27,35.48,100.09,Clear,0
04-01-2025 03:00,1,481,81.66,17.97,98.29,Clear,0
04-01-2025 04:00,1,811,63.51,32.12,18.61,Clear,0
04-01-2025 05:00,1,811,93.68,25.55,112.48,Clear,0
04-01-2025 06:00,1,65,11.7,32.48,15.04,Clear,0
04-01-2025 07:00,1,524,81.09,34.18,118.94,Clear,0
04-01-2025 08:00,1,740,82.96,31.67,165.88,Clear,0
04-01-2025 09:00,1,92,23.6,4.4,29.15,Clear,0
04-01-2025 10:00,1,548,63.73,17.49,134.59,Clear,0
04-01-2025 11:00,1,651,37.36,13.77,104.25,Clear,0
04-01-2025 12:00,1,675,64.75,44.0,149.66,Rain,0
04-01-2025 13:00,1,810,57.06,21.75,118.02,Clear,0
04-01-2025 14:00,1,148,44.2,19.23,157.52,Clear,0
04-01-2025 15:00,1,239,58.38,12.69,139.17,Rain,0
04-01-2025 16:00,1,916,14.8,45.23,106.0,Rain,0
04-01-2025 17:00,1,391,33.28,5.9,20.16,Storm,0
04-01-2025 18:00,1,964,13.67,16.65,190.51,Storm,1
04-01-2025 19:00,1,900,51.84,5.08,27.42,Clear,0
04-01-2025 20:00,1,997,68.89,37.87,160.4,Rain,1
04-01-2025 21:00,1,158,93.44,48.74,199.23,Clear,0
04-01-2025 22:00,1,212,89.33,18.19,32.24,Clear,0
04-01-2025 23:00,1,123,84.51,43.48,169.31,Clear,0
05-01-2025 00:00,1,217,11.91,41.27,144.19,Clear,0
05-01-2025 01:00,1,214,27.16,29.48,174.0,Snow,0
05-01-2025 02:00,1,706,94.99,49.31,153.14,Clear,0
05-01-2025 03:00,1,464,50.76,19.52,143.97,Clear,0
05-01-2025 04:00,1,580,15.56,25.14,12.16,Clear,0
05-01-2025 05:00,1,107,75.39,38.59,166.33,Rain,0
05-01-2025 06:00,1,436,60.42,48.15,81.23,Clear,0
05-01-2025 07:00,1,873,55.2,22.38,162.4,Storm,1
05-01-2025 08:00,1,222,9.1,44.67,110.26,Storm,0
05-01-2025 09:00,1,278,29.03,35.08,24.33,Clear,0
05-01-2025 10:00,1,354,71.1,23.27,129.24,Clear,0
05-01-2025 11:00,1,705,75.02,45.85,192.15,Clear,0
05-01-2025 12:00,1,407,48.29,31.39,62.7,Clear,0
05-01-2025 13:00,1,139,41.89,12.24,60.53,Clear,0
05-01-2025 14:00,1,789,98.69,35.21,111.86,Clear,0
05-01-2025 15:00,1,773,62.26,14.28,35.31,Clear,0
05-01-2025 16:00,1,439,95.23,36.56,126.55,Clear,0
05-01-2025 17:00,1,873,88.28,28.03,41.32,Clear,0
05-01-2025 18:00,1,423,82.0,49.38,38.58,Clear,0
05-01-2025 19:00,1,112,42.33,41.63,118.13,Clear,0
05-01-2025 20:00,1,154,44.41,14.4,20.71,Snow,0
05-01-2025 21:00,1,758,99.97,49.84,115.53,Rain,0
05-01-2025 22:00,1,726,76.92,19.51,55.81,Clear,0
05-01-2025 23:00,1,50,95.63,30.7,53.44,Clear,0
06-01-2025 00:00,1,849,9.46,14.16,14.22,Clear,0
06-01-2025 01:00,1,487,78.37,26.49,171.91,Clear,0
06-01-2025 02:00,1,438,13.4,39.8,122.09,Clear,0
06-01-2025 03:00,1,968,76.74,31.4,143.78,Clear,0
06-01-2025 04:00,1,471,63.64,49.04,125.54,Clear,0
06-01-2025 05:00,1,384,46.56,45.3,76.17,Clear,0
06-01-2025 06:00,1,384,42.67,31.48,173.85,Snow,0
06-01-2025 07:00,1,949,48.64,42.26,156.09,Clear,1
06-01-2025 08:00,1,118,98.1,25.14,72.46,Clear,0
06-01-2025 09:00,1,801,37.45,27.33,97.42,Clear,0
06-01-2025 10:00,1,423,71.28,9.82,142.34,Clear,0
06-01-2025 11:00,1,913,50.03,33.71,42.74,Clear,0
06-01-2025 12:00,1,452,83.07,17.91,76.05,Clear,0
06-01-2025 13:00,1,887,16.46,23.58,49.2,Clear,0
06-01-2025 14:00,1,127,36.36,16.76,27.54,Clear,0
06-01-2025 15:00,1,263,12.77,43.81,184.97,Clear,0
06-01-2025 16:00,1,75,87.49,5.14,123.48,Storm,0
06-01-2025 17:00,1,352,40.19,24.74,127.47,Clear,0
06-01-2025 18:00,1,265,73.45,4.05,38.07,Clear,0
06-01-2025 19:00,1,52,90.04,26.07,111.1,Clear,0
06-01-2025 20:00,1,555,38.64,20.46,29.93,Rain,0
06-01-2025 21:00,1,77,6.91,16.78,50.18,Clear,0
06-01-2025 22:00,1,861,27.16,17.8,100.05,Clear,0
06-01-2025 23:00,1,282,52.35,5.26,112.05,Clear,0
07-01-2025 00:00,1,825,60.72,28.66,81.97,Clear,0
07-01-2025 01:00,1,741,66.36,28.97,77.66,Storm,0
07-01-2025 02:00,1,790,93.7,1.37,52.81,Clear,0
07-01-2025 03:00,1,673,20.26,10.14,64.17,Clear,0
07-01-2025 04:00,1,872,85.02,3.53,13.47,Clear,0
07-01-2025 05:00,1,969,15.64,20.49,194.2,Snow,1
07-01-2025 06:00,1,695,97.63,25.05,147.35,Rain,0
07-01-2025 07:00,1,243,57.89,29.01,63.2,Rain,0
07-01-2025 08:00,1,375,96.96,35.84,47.91,Rain,0
07-01-2025 09:00,1,189,15.91,30.92,64.84,Clear,0
07-01-2025 10:00,1,188,93.54,16.71,122.84,Clear,0
07-01-2025 11:00,1,59,57.12,27.9,48.33,Clear,0
07-01-2025 12:00,1,645,29.19,34.39,154.44,Clear,0
07-01-2025 13:00,1,969,62.58,39.92,30.27,Snow,0
07-01-2025 14:00,1,285,43.81,46.71,198.28,Clear,0
07-01-2025 15:00,1,596,93.01,36.36,19.14,Rain,0
07-01-2025 16:00,1,828,80.55,10.88,41.09,Clear,0
07-01-2025 17:00,1,54,27.39,32.05,182.49,Clear,0
07-01-2025 18:00,1,91,42.28,41.01,93.44,Clear,0
07-01-2025 19:00,1,740,64.29,27.45,93.36,Clear,0
07-01-2025 20:00,1,194,90.46,19.81,113.28,Snow,0
07-01-2025 21:00,1,996,56.57,22.14,73.23,Rain,0
07-01-2025 22:00,1,603,18.23,39.91,127.81,Clear,0
07-01-2025 23:00,1,280,59.45,49.89,152.96,Rain,0
08-01-2025 00:00,1,460,75.67,2.64,118.28,Rain,0
08-01-2025 01:00,1,684,76.69,6.04,111.93,Clear,0
08-01-2025 02:00,1,926,17.11,20.47,161.49,Clear,1
08-01-2025 03:00,1,96,43.85,38.82,12.32,Clear,0
08-01-2025 04:00,1,981,56.56,13.34,75.68,Clear,0
08-01-2025 05:00,1,891,37.54,12.14,90.48,Clear,0
08-01-2025 06:00,1,412,19.57,29.73,106.12,Clear,0
08-01-2025 07:00,1,672,73.98,30.06,29.42,Snow,0
08-01-2025 08:00,1,182,92.64,35.65,38.98,Clear,0
08-01-2025 09:00,1,427,11.55,4.79,29.81,Rain,0
08-01-2025 10:00,1,828,47.83,6.55,197.12,Rain,1
08-01-2025 11:00,1,231,84.56,17.28,69.17,Clear,0
08-01-2025 12:00,1,960,42.91,3.68,73.69,Rain,0
08-01-2025 13:00,1,166,62.35,6.6,88.76,Snow,0
08-01-2025 14:00,1,855,37.9,18.0,150.13,Clear,1
08-01-2025 15:00,1,988,8.12,45.72,57.16,Clear,0
08-01-2025 16:00,1,229,44.8,45.83,78.85,Clear,0
08-01-2025 17:00,1,711,25.91,11.42,107.88,Storm,0
08-01-2025 18:00,1,410,19.12,21.32,26.22,Storm,0
08-01-2025 19:00,1,610,33.46,16.19,85.49,Clear,0
08-01-2025 20:00,1,772,38.19,23.94,128.75,Clear,0
08-01-2025 21:00,1,193,58.66,4.22,157.35,Clear,0
08-01-2025 22:00,1,243,55.77,24.57,104.43,Rain,0
08-01-2025 23:00,1,693,22.28,43.23,189.76,Clear,0
09-01-2025 00:00,1,507,90.26,26.8,162.14,Storm,0
09-01-2025 01:00,1,849,73.02,33.29,15.15,Clear,0
09-01-2025 02:00,1,492,53.02,30.16,74.46,Clear,0
09-01-2025 03:00,1,100,67.01,12.67,28.89,Clear,0
09-01-2025 04:00,1,127,62.3,40.54,192.9,Snow,0
09-01-2025 05:00,1,231,24.47,15.36,180.3,Clear,0
09-01-2025 06:00,1,824,74.91,42.56,33.33,Snow,0
09-01-2025 07:00,1,334,45.04,44.74,165.31,Clear,0
09-01-2025 08:00,1,795,83.39,18.79,16.5,Rain,0
09-01-2025 09:00,1,854,43.89,28.05,92.86,Clear,0
09-01-2025 10:00,1,549,97.58,39.21,31.71,Clear,0
09-01-2025 11:00,1,108,89.98,40.19,90.79,Clear,0
09-01-2025 12:00,1,575,75.46,35.24,86.48,Clear,0
09-01-2025 13:00,1,327,84.32,49.24,109.88,Clear,0
09-01-2025 14:00,1,776,69.9,41.31,110.64,Rain,0
09-01-2025 15:00,1,90,31.04,28.15,133.77,Rain,0
09-01-2025 16:00,1,648,15.12,7.86,60.1,Clear,0
09-01-2025 17:00,1,780,61.75,30.43,136.36,Clear,0
09-01-2025 18:00,1,734,84.62,20.81,156.47,Clear,0
09-01-2025 19:00,1,179,20.8,37.16,25.73,Clear,0
09-01-2025 20:00,1,843,11.48,42.02,93.07,Snow,0
09-01-2025 21:00,1,236,33.23,28.75,100.45,Clear,0
09-01-2025 22:00,1,807,17.83,24.7,61.28,Clear,0
09-01-2025 23:00,1,516,61.53,3.52,104.31,Clear,0
10-01-2025 00:00,1,531,64.22,24.24,75.43,Clear,0
10-01-2025 01:00,1,690,52.07,34.73,92.62,Clear,0
10-01-2025 02:00,1,180,12.39,1.11,193.86,Clear,0
10-01-2025 03:00,1,573,39.29,5.49,184.29,Clear,0
10-01-2025 04:00,1,379,70.6,26.54,26.47,Storm,0
10-01-2025 05:00,1,388,74.56,40.52,135.17,Clear,0
10-01-2025 06:00,1,759,98.15,45.26,132.87,Clear,0
10-01-2025 07:00,1,538,94.69,2.93,144.06,Snow,0
10-01-2025 08:00,1,968,57.8,24.19,69.44,Clear,0
10-01-2025 09:00,1,568,33.25,46.3,194.5,Snow,0
10-01-2025 10:00,1,643,75.78,3.69,96.48,Clear,0
10-01-2025 11:00,1,664,8.52,30.22,53.7,Clear,0
10-01-2025 12:00,1,147,89.07,26.98,93.8,Clear,0
10-01-2025 13:00,1,88,34.95,27.44,160.24,Clear,0
10-01-2025 14:00,1,771,54.42,21.91,176.57,Clear,0
10-01-2025 15:00,1,788,87.66,2.04,176.19,Clear,0
10-01-2025 16:00,1,465,93.6,4.43,11.8,Clear,0
10-01-2025 17:00,1,526,8.57,24.51,120.34,Clear,0
10-01-2025 18:00,1,426,77.99,21.47,90.06,Rain,0
10-01-2025 19:00,1,738,15.5,18.38,64.58,Clear,0
10-01-2025 20:00,1,342,9.0,1.88,197.67,Clear,0
10-01-2025 21:00,1,866,42.2,7.1,191.72,Rain,1
10-01-2025 22:00,1,988,60.91,49.13,178.0,Clear,1
10-01-2025 23:00,1,111,63.27,9.18,198.32,Clear,0
11-01-2025 00:00,1,709,84.59,12.3,167.82,Clear,0
11-01-2025 01:00,1,156,21.77,11.8,45.42,Rain,0
11-01-2025 02:00,1,823,81.07,31.86,51.1,Clear,0
11-01-2025 03:00,1,69,99.52,9.52,85.29,Rain,0
11-01-2025 04:00,1,111,99.65,44.97,98.04,Clear,0
11-01-2025 05:00,1,942,56.01,30.05,120.22,Clear,0
11-01-2025 06:00,1,666,42.16,14.38,100.57,Clear,0
11-01-2025 07:00,1,787,86.9,40.67,134.5,Clear,0
11-01-2025 08:00,1,275,43.8,19.26,59.35,Rain,0
11-01-2025 09:00,1,651,55.6,48.14,30.8,Snow,0
11-01-2025 10:00,1,642,10.84,44.26,108.06,Snow,0
11-01-2025 11:00,1,372,38.04,34.22,117.49,Clear,0
11-01-2025 12:00,1,311,54.52,43.54,56.6,Clear,0
11-01-2025 13:00,1,865,72.29,42.01,142.52,Clear,0
11-01-2025 14:00,1,240,71.4,10.27,177.51,Storm,0
11-01-2025 15:00,1,810,7.78,41.47,34.49,Clear,0
11-01-2025 16:00,1,719,91.33,1.05,115.67,Rain,0
11-01-2025 17:00,1,573,5.61,15.06,127.22,Storm,0
11-01-2025 18:00,1,66,16.01,19.46,11.72,Rain,0
11-01-2025 19:00,1,375,31.92,1.9,92.13,Rain,0
11-01-2025 20:00,1,461,65.1,46.67,29.48,Snow,0
11-01-2025 21:00,1,913,78.23,47.42,41.61,Rain,0
11-01-2025 22:00,1,450,60.31,17.95,127.97,Clear,0
11-01-2025 23:00,1,355,99.06,34.13,94.73,Clear,0
12-01-2025 00:00,1,997,77.04,2.2,14.2,Clear,0
12-01-2025 01:00,1,128,82.78,13.37,10.2,Clear,0
12-01-2025 02:00,1,787,99.73,21.88,95.76,Clear,0
12-01-2025 03:00,1,936,83.46,15.62,169.59,Rain,1
12-01-2025 04:00,1,133,67.18,14.39,190.66,Clear,0
12-01-2025 05:00,1,653,74.47,45.57,172.9,Storm,0
12-01-2025 06:00,1,708,31.05,49.21,87.77,Snow,0
12-01-2025 07:00,1,576,75.85,10.82,174.94,Rain,0
12-01-2025 08:00,1,835,87.11,24.19,193.96,Clear,1
12-01-2025 09:00,1,706,13.66,8.53,96.2,Clear,0
12-01-2025 10:00,1,248,64.49,7.43,16.18,Snow,0
12-01-2025 11:00,1,948,22.62,23.64,10.23,Clear,0
12-01-2025 12:00,1,943,70.13,22.08,48.1,Clear,0
12-01-2025 13:00,1,880,66.89,16.97,122.15,Clear,0
12-01-2025 14:00,1,113,48.25,1.57,23.76,Clear,0
12-01-2025 15:00,1,415,97.6,36.37,134.83,Rain,0
12-01-2025 16:00,1,151,91.24,36.49,152.34,Clear,0
12-01-2025 17:00,1,637,98.73,7.98,104.79,Clear,0
12-01-2025 18:00,1,709,37.87,39.01,188.84,Clear,0
12-01-2025 19:00,1,274,13.35,18.18,16.31,Clear,0
12-01-2025 20:00,1,967,35.6,48.9,48.16,Clear,0
